Gene ID	source_id	Product Description	Gene Type	Input ID
PF3D7_1133900	PF3D7_1133900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1133900
PF3D7_1134000	PF3D7_1134000.1	heat shock protein 70	protein coding gene	PF3D7_1134000
PF3D7_1134100	PF3D7_1134100.1	protein disulfide-isomerase, putative	protein coding gene	PF3D7_1134100
PF3D7_1134200	PF3D7_1134200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1134200
PF3D7_1134300	PF3D7_1134300.1	erythrocyte membrane and merozoite antigen EMMA1	protein coding gene	PF3D7_1134300
PF3D7_1134400	PF3D7_1134400.1	WPP motif-containing protein, putative	protein coding gene	PF3D7_1134400
PF3D7_1134500	PF3D7_1134500.1	alpha/beta hydrolase, putative	protein coding gene	PF3D7_1134500
PF3D7_1134600	PF3D7_1134600.1	CCCH-type zinc finger protein ZNF4	protein coding gene	PF3D7_1134600
PF3D7_1134700	PF3D7_1134700.1	DNA-directed RNA polymerase I subunit RPA2, putative	protein coding gene	PF3D7_1134700
PF3D7_1134800	PF3D7_1134800.1	coatomer subunit delta	protein coding gene	PF3D7_1134800
PF3D7_1134900	PF3D7_1134900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1134900
PF3D7_1135000	PF3D7_1135000.1	PQ-loop repeat-containing protein	protein coding gene	PF3D7_1135000
PF3D7_1135100	PF3D7_1135100.1	protein phosphatase PPM8, putative	protein coding gene	PF3D7_1135100
PF3D7_1135200	PF3D7_1135200.1	regulator of chromosome condensation, putative, pseudogene	pseudogene	PF3D7_1135200
PF3D7_1135300	PF3D7_1135300.1	plasma membrane resident transporter 1	protein coding gene	PF3D7_1135300
PF3D7_1135400	PF3D7_1135400.1	HotDog domain-containing protein, putative	protein coding gene	PF3D7_1135400
PF3D7_1135500	PF3D7_1135500.1	RNA-binding protein, putative	protein coding gene	PF3D7_1135500
PF3D7_1135600	PF3D7_1135600.1	condensin-2 complex subunit D3, putative	protein coding gene	PF3D7_1135600
PF3D7_1135700	PF3D7_1135700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1135700
PF3D7_1135800	PF3D7_1135800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1135800
PF3D7_1135900	PF3D7_1135900.1	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	protein coding gene	PF3D7_1135900
PF3D7_1136000	PF3D7_1136000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1136000
PF3D7_1136100	PF3D7_1136100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1136100
PF3D7_1136200	PF3D7_1136200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1136200
PF3D7_1136300	PF3D7_1136300.1	tudor staphylococcal nuclease	protein coding gene	PF3D7_1136300
PF3D7_1136400	PF3D7_1136400.1	signal recognition particle subunit SRP72, putative	protein coding gene	PF3D7_1136400
PF3D7_1136500	PF3D7_1136500.1	casein kinase 1	protein coding gene	PF3D7_1136500
PF3D7_1136500	PF3D7_1136500.2	casein kinase 1	protein coding gene	PF3D7_1136500
PF3D7_1136600	PF3D7_1136600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1136600
PF3D7_1136700	PF3D7_1136700.1	armadillo-interacting protein AIP	protein coding gene	PF3D7_1136700
PF3D7_1136700	PF3D7_1136700.2	armadillo-interacting protein AIP	protein coding gene	PF3D7_1136700
PF3D7_1136800	PF3D7_1136800.1	DnaJ protein, putative	protein coding gene	PF3D7_1136800
PF3D7_1136900	PF3D7_1136900.1	subtilisin-like protease 2	protein coding gene	PF3D7_1136900
PF3D7_1137000	PF3D7_1137000.1	U2 spliceosomal RNA	ncRNA gene	PF3D7_1137000
PF3D7_1137100	PF3D7_1137100.1	ribosomal protein S9, mitochondrial, putative	protein coding gene	PF3D7_1137100
PF3D7_1137200	PF3D7_1137200.1	apical exonemal protein	protein coding gene	PF3D7_1137200
PF3D7_1137300	PF3D7_1137300.1	CLPTM1 domain-containing protein, putative	protein coding gene	PF3D7_1137300
PF3D7_1137400	PF3D7_1137400.1	regulator of chromosome condensation, putative	protein coding gene	PF3D7_1137400
PF3D7_1137500	PF3D7_1137500.1	ribosomal protein S14, apicoplast, putative	protein coding gene	PF3D7_1137500
PF3D7_1137600	PF3D7_1137600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1137600
PF3D7_1137700	PF3D7_1137700.1	calcium-binding protein, putative	protein coding gene	PF3D7_1137700
PF3D7_1137800	PF3D7_1137800.1	sporozoite surface protein essential for liver stage development, putative	protein coding gene	PF3D7_1137800
PF3D7_1137900	PF3D7_1137900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1137900
PF3D7_1138000	PF3D7_1138000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1138000
PF3D7_1138100	PF3D7_1138100.1	ubiquitin-related modifier 1, putative	protein coding gene	PF3D7_1138100
PF3D7_1138200	PF3D7_1138200.1	conserved protein, unknown function	protein coding gene	PF3D7_1138200
PF3D7_1138300	PF3D7_1138300.1	conserved protein, unknown function	protein coding gene	PF3D7_1138300
PF3D7_1138350	PF3D7_1138350.1	conserved protein, unknown function	protein coding gene	PF3D7_1138350
PF3D7_1138400	PF3D7_1138400.1	guanylyl cyclase alpha	protein coding gene	PF3D7_1138400
PF3D7_1138500	PF3D7_1138500.1	protein phosphatase PPM2	protein coding gene	PF3D7_1138500
PF3D7_1138600	PF3D7_1138600.1	beta-catenin-like protein 1, putative	protein coding gene	PF3D7_1138600
PF3D7_1138700	PF3D7_1138700.1	protein KIC5	protein coding gene	PF3D7_1138700
PF3D7_1138800	PF3D7_1138800.1	WD repeat-containing protein, putative	protein coding gene	PF3D7_1138800
PF3D7_1138900	PF3D7_1138900.1	non-coding RNA	ncRNA gene	PF3D7_1138900
PF3D7_1139100	PF3D7_1139100.1	RNA-binding protein, putative	protein coding gene	PF3D7_1139100
PF3D7_1139200	PF3D7_1139200.1	VPS9 domain-containing protein, putative	protein coding gene	PF3D7_1139200
PF3D7_1139300	PF3D7_1139300.1	AP2 domain transcription factor AP2-G5	protein coding gene	PF3D7_1139300
PF3D7_1139400	PF3D7_1139400.1	non-coding RNA	ncRNA gene	PF3D7_1139400
PF3D7_1139500	PF3D7_1139500.1	AAA family ATPase, putative	protein coding gene	PF3D7_1139500
PF3D7_1139600	PF3D7_1139600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1139600
PF3D7_1139700	PF3D7_1139700.1	adrenodoxin reductase, putative	protein coding gene	PF3D7_1139700
PF3D7_1139800	PF3D7_1139800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1139800
PF3D7_1139900	PF3D7_1139900.1	ER membrane protein complex subunit 8, putative	protein coding gene	PF3D7_1139900
PF3D7_1140000	PF3D7_1140000.1	carbonic anhydrase	protein coding gene	PF3D7_1140000
PF3D7_1140100	PF3D7_1140100.1	V-type proton ATPase subunit F, putative	protein coding gene	PF3D7_1140100
PF3D7_1140200	PF3D7_1140200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1140200
PF3D7_1140300	PF3D7_1140300.1	P-loop containing nucleoside triphosphate hydrolase, putative	protein coding gene	PF3D7_1140300
PF3D7_1140400	PF3D7_1140400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1140400
PF3D7_1140500	PF3D7_1140500.1	myosin K, putative	protein coding gene	PF3D7_1140500
PF3D7_1140600	PF3D7_1140600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1140600
PF3D7_1140700	PF3D7_1140700.1	chromo domain-containing protein CDP	protein coding gene	PF3D7_1140700
PF3D7_1140800	PF3D7_1140800.1	CID domain-containing protein, putative	protein coding gene	PF3D7_1140800
PF3D7_1140900	PF3D7_1140900.1	NdP1 protein, putative	protein coding gene	PF3D7_1140900
PF3D7_1141000	PF3D7_1141000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1141000
PF3D7_1141100	PF3D7_1141100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1141100
PF3D7_1141200	PF3D7_1141200.1	ATP synthase-associated protein, putative	protein coding gene	PF3D7_1141200
PF3D7_1141300	PF3D7_1141300.1	apical polar ring protein APR1, putative	protein coding gene	PF3D7_1141300
PF3D7_1141400	PF3D7_1141400.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative	protein coding gene	PF3D7_1141400
PF3D7_1141500	PF3D7_1141500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1141500
PF3D7_1141600	PF3D7_1141600.1	dolichol-phosphate mannosyltransferase	protein coding gene	PF3D7_1141600
PF3D7_1141700	PF3D7_1141700.1	OTU domain-containing protein, putative	protein coding gene	PF3D7_1141700
PF3D7_1141800	PF3D7_1141800.1	EELM2 domain-containing protein, putative	protein coding gene	PF3D7_1141800
PF3D7_1141900	PF3D7_1141900.1	inner membrane complex protein 1b, putative	protein coding gene	PF3D7_1141900
PF3D7_1142000	PF3D7_1142000.1	heptatricopeptide repeat-containing protein, putative	protein coding gene	PF3D7_1142000
PF3D7_1142100	PF3D7_1142100.1	DnaJ domain-containing protein, putative	protein coding gene	PF3D7_1142100
PF3D7_1142200	PF3D7_1142200.1	vacuolar protein sorting-associated protein IST1-like, putative	protein coding gene	PF3D7_1142200
PF3D7_1142300	PF3D7_1142300.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1142300
PF3D7_1142400	PF3D7_1142400.1	coproporphyrinogen-III oxidase	protein coding gene	PF3D7_1142400
PF3D7_1142500	PF3D7_1142500.1	60S ribosomal protein L28	protein coding gene	PF3D7_1142500
PF3D7_1142600	PF3D7_1142600.1	60S ribosomal protein L35ae, putative	protein coding gene	PF3D7_1142600
PF3D7_1142700	PF3D7_1142700.1	methyltransferase, putative	protein coding gene	PF3D7_1142700
PF3D7_1142800	PF3D7_1142800.1	ATP synthase-associated protein, putative	protein coding gene	PF3D7_1142800
PF3D7_1142900	PF3D7_1142900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1142900
PF3D7_1143000	PF3D7_1143000.1	alpha/beta hydrolase, putative	protein coding gene	PF3D7_1143000
PF3D7_1143100	PF3D7_1143100.1	AP2 domain transcription factor AP2-O	protein coding gene	PF3D7_1143100
PF3D7_1143200	PF3D7_1143200.1	DnaJ protein, putative	protein coding gene	PF3D7_1143200
PF3D7_1143300	PF3D7_1143300.1	DNA-directed RNA polymerases I and III subunit RPAC1, putative	protein coding gene	PF3D7_1143300
PF3D7_1143400	PF3D7_1143400.1	translation initiation factor eIF-1A, putative	protein coding gene	PF3D7_1143400
PF3D7_1143500	PF3D7_1143500.1	regulator of chromosome condensation, putative	protein coding gene	PF3D7_1143500
PF3D7_1143600	PF3D7_1143600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1143600
PF3D7_1143700	PF3D7_1143700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1143700
PF3D7_1143800	PF3D7_1143800.1	oocyst capsule protein Cap93, putative	protein coding gene	PF3D7_1143800
PF3D7_1143900	PF3D7_1143900.1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative	protein coding gene	PF3D7_1143900
PF3D7_1144000	PF3D7_1144000.1	40S ribosomal protein S21	protein coding gene	PF3D7_1144000
PF3D7_1144100	PF3D7_1144100.1	mitochondrial large subunit ribosomal protein, putative	protein coding gene	PF3D7_1144100
PF3D7_1144200	PF3D7_1144200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1144200
PF3D7_1144300	PF3D7_1144300.1	60S ribosomal protein L41	protein coding gene	PF3D7_1144300
PF3D7_1144400	PF3D7_1144400.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1144400
PF3D7_1144500	PF3D7_1144500.1	SUMO-activating enzyme subunit 1	protein coding gene	PF3D7_1144500
PF3D7_1144600	PF3D7_1144600.1	transcription initiation factor IIF subunit beta, putative	protein coding gene	PF3D7_1144600
PF3D7_1144700	PF3D7_1144700.1	apicoplast import protein Tic20, putative	protein coding gene	PF3D7_1144700
PF3D7_1144800	PF3D7_1144800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1144800
PF3D7_1144900	PF3D7_1144900.1	ras-related protein Rab-6	protein coding gene	PF3D7_1144900
PF3D7_1145000	PF3D7_1145000.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1145000
PF3D7_1145100	PF3D7_1145100.1	coatomer subunit gamma, putative	protein coding gene	PF3D7_1145100
PF3D7_1145200	PF3D7_1145200.1	serine/threonine protein kinase, putative	protein coding gene	PF3D7_1145200
PF3D7_1145300	PF3D7_1145300.1	cysteine-rich PDZ-binding protein, putative	protein coding gene	PF3D7_1145300
PF3D7_1145400	PF3D7_1145400.1	dynamin-like protein	protein coding gene	PF3D7_1145400
PF3D7_1145500	PF3D7_1145500.1	ABC transporter B family member 3, putative	protein coding gene	PF3D7_1145500
PF3D7_1145600	PF3D7_1145600.1	TMEM65 domain-containing protein, putative	protein coding gene	PF3D7_1145600
PF3D7_1145700	PF3D7_1145700.1	bicoid-interacting protein BIN3, putative	protein coding gene	PF3D7_1145700
PF3D7_1145800	PF3D7_1145800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1145800
PF3D7_1145900	PF3D7_1145900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1145900
PF3D7_1146000	PF3D7_1146000.1	ribosome assembly protein 4, putative	protein coding gene	PF3D7_1146000
PF3D7_1146100	PF3D7_1146100.1	PH-like domain-containing protein, putative	protein coding gene	PF3D7_1146100
PF3D7_1146200	PF3D7_1146200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1146200
PF3D7_1146300	PF3D7_1146300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1146300
PF3D7_1146500	PF3D7_1146500.1	leucine-rich repeat protein	protein coding gene	PF3D7_1146500
PF3D7_1146600	PF3D7_1146600.1	oocyst rupture protein 1, putative	protein coding gene	PF3D7_1146600
PF3D7_1146700	PF3D7_1146700.1	kinesin-X4, putative	protein coding gene	PF3D7_1146700
PF3D7_1146800	PF3D7_1146800.1	female development protein FD2, putative	protein coding gene	PF3D7_1146800
PF3D7_1146900	PF3D7_1146900.1	protein YIPF6, putative	protein coding gene	PF3D7_1146900
PF3D7_1147000	PF3D7_1147000.1	sporozoite and liver stage asparagine-rich protein	protein coding gene	PF3D7_1147000
PF3D7_1147100	PF3D7_1147100.1	dynein light chain, putative	protein coding gene	PF3D7_1147100
PF3D7_1147200	PF3D7_1147200.1	tubulin--tyrosine ligase, putative	protein coding gene	PF3D7_1147200
PF3D7_1147300	PF3D7_1147300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1147300
PF3D7_1147400	PF3D7_1147400.1	COX2 transmembrane domain-containing protein, putative	protein coding gene	PF3D7_1147400
PF3D7_1147500	PF3D7_1147500.1	protein farnesyltransferase subunit beta	protein coding gene	PF3D7_1147500
PF3D7_1147600	PF3D7_1147600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_1147600
PF3D7_1147700	PF3D7_1147700.1	ATP synthase subunit delta, mitochondrial, putative	protein coding gene	PF3D7_1147700
PF3D7_1147800	PF3D7_1147800.1	membrane associated erythrocyte binding-like protein	protein coding gene	PF3D7_1147800
PF3D7_1147800	PF3D7_1147800.2	membrane associated erythrocyte binding-like protein	protein coding gene	PF3D7_1147800
PF3D7_1147900	PF3D7_1147900.1	peroxisome assembly protein 22, putative	protein coding gene	PF3D7_1147900
PF3D7_1148000	PF3D7_1148000.1	serine/threonine protein kinase, putative	protein coding gene	PF3D7_1148000
PF3D7_1148100	PF3D7_1148100.1	non-coding RNA	ncRNA gene	PF3D7_1148100
PF3D7_1148200	PF3D7_1148200.1	non-coding RNA	ncRNA gene	PF3D7_1148200
PF3D7_1148500	PF3D7_1148500.1	non-coding RNA	ncRNA gene	PF3D7_1148500
PF3D7_1148700	PF3D7_1148700.1	Plasmodium exported protein (PHISTc), unknown function	protein coding gene	PF3D7_1148700
PF3D7_1148800	PF3D7_1148800.1	Plasmodium exported protein (hyp11), unknown function	protein coding gene	PF3D7_1148800
PF3D7_1148900	PF3D7_1148900.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_1148900
PF3D7_1149000	PF3D7_1149000.1	antigen 332, DBL-like protein	protein coding gene	PF3D7_1149000
PF3D7_1149100	PF3D7_1149100.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_1149100
PF3D7_1149100	PF3D7_1149100.2	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_1149100
PF3D7_1149200	PF3D7_1149200.1	ring-infected erythrocyte surface antigen	protein coding gene	PF3D7_1149200
PF3D7_1149300	PF3D7_1149300.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_1149300
PF3D7_1149400	PF3D7_1149400.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_1149400
PF3D7_1149500	PF3D7_1149500.1	ring-infected erythrocyte surface antigen 2, pseudogene	pseudogene	PF3D7_1149500
PF3D7_1149600	PF3D7_1149600.1	DnaJ protein, putative	protein coding gene	PF3D7_1149600
PF3D7_1149700	PF3D7_1149700.1	Plasmodium exported protein (PHISTa), unknown function, fragment	protein coding gene	PF3D7_1149700
PF3D7_1149800	PF3D7_1149800.1	rifin	protein coding gene	PF3D7_1149800
PF3D7_1149900	PF3D7_1149900.1	stevor	protein coding gene	PF3D7_1149900
PF3D7_1150000	PF3D7_1150000.1	rifin	protein coding gene	PF3D7_1150000
PF3D7_1150100	PF3D7_1150100.1	rifin, pseudogene	pseudogene	PF3D7_1150100
PF3D7_1150200	PF3D7_1150200.1	rifin	protein coding gene	PF3D7_1150200
PF3D7_1150300	PF3D7_1150300.1	rifin	protein coding gene	PF3D7_1150300
PF3D7_1150400	PF3D7_1150400.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_1150400
PF3D7_1200100	PF3D7_1200100.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_1200100
PF3D7_1200200	PF3D7_1200200.1	rifin	protein coding gene	PF3D7_1200200
PF3D7_1200300	PF3D7_1200300.1	rifin	protein coding gene	PF3D7_1200300
PF3D7_1200400	PF3D7_1200400.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_1200400
PF3D7_1200500	PF3D7_1200500.1	rifin	protein coding gene	PF3D7_1200500
PF3D7_1200600	PF3D7_1200600.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_1200600
PF3D7_1200700	PF3D7_1200700.1	acyl-CoA synthetase	protein coding gene	PF3D7_1200700
PF3D7_1200800	PF3D7_1200800.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_1200800
PF3D7_1200900	PF3D7_1200900.1	Plasmodium exported protein (PHISTc), unknown function	protein coding gene	PF3D7_1200900
PF3D7_1201000	PF3D7_1201000.1	Plasmodium exported protein (PHISTb), unknown function	protein coding gene	PF3D7_1201000
PF3D7_1201100	PF3D7_1201100.1	RESA-like protein with PHIST and DnaJ domains	protein coding gene	PF3D7_1201100
PF3D7_1201200	PF3D7_1201200.1	Plasmodium exported protein (PHISTa-like), unknown function	protein coding gene	PF3D7_1201200
PF3D7_1201300	PF3D7_1201300.1	liver stage associated protein 1	protein coding gene	PF3D7_1201300
PF3D7_1201400	PF3D7_1201400.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_1201400
PF3D7_1201500	PF3D7_1201500.1	GPN-loop GTPase, putative	protein coding gene	PF3D7_1201500
PF3D7_1201600	PF3D7_1201600.1	NIMA related kinase 3	protein coding gene	PF3D7_1201600
PF3D7_1201700	PF3D7_1201700.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_1201700
PF3D7_1201800	PF3D7_1201800.1	cytochrome c oxidase assembly protein COX19, putative	protein coding gene	PF3D7_1201800
PF3D7_1201900	PF3D7_1201900.1	conserved protein, unknown function	protein coding gene	PF3D7_1201900
PF3D7_1202000	PF3D7_1202000.1	ATP-dependent DNA/RNA helicase PSH2	protein coding gene	PF3D7_1202000
